Year,Sqft,Bedrooms,Bathrooms,Floors,Price
1942,1100,3,1.75,1,190000
1943,880,2,1,1,190000
1985,1280,3,1.5,2,185000
1982,1100,2,1,1,179950
1998,4510,4,4.5,2,1820000
1955,4010,6,3.5,1,1650000
2000,5050,4,4,2,1340000
1925,3230,3,2.75,2,1150000
1986,4090,5,3,1,1100000
2007,3230,5,3.5,2,1080000
1969,2500,4,2.75,1,950000
2006,3700,4,2.5,2,950000
1976,2640,3,3.25,1,885000
1953,2510,4,1.75,1,880000
1990,3020,4,3.5,2,845800
1910,1510,3,1.75,1,800000
1997,3180,5,3.5,2,760000
1900,4380,3,3.5,2,740500
1911,1640,4,2,1.5,735000
1952,1240,2,2,1,727500
1916,2130,4,2.5,1.5,725000
1909,2270,4,2,2,724950
1994,3060,3,3.25,2,715000
2008,2630,3,3.5,2,695000
1985,2780,4,2.5,1,674250
2014,3160,5,3.5,2,660000
2006,2990,3,2.5,2,659950
2004,2260,4,2.5,2,640000
2014,3340,5,3.25,2,637850
2005,2120,4,2.5,2,637250
1960,2830,5,2.75,1,628000
2004,2990,4,2.5,2,600000
1979,2480,5,2.25,1,585000
1951,1930,2,1.75,1,581000
1906,1800,3,1.75,2,579000
1990,2420,3,2.5,1,570000
1949,2440,3,1.5,1,550000
2004,1990,3,2.5,2,544900
1960,1520,4,1.75,1,533250
1955,2100,3,2.75,1,530000
1990,2180,3,1.75,2,488000
1924,1620,2,1,1,481000
1976,1210,3,1.75,1,478000
1999,1140,2,2.25,3,476000
1944,1880,4,1.75,1.5,475999
1929,1400,3,1,1.5,470000
1960,1570,4,2,1,450000
2014,2240,3,2.75,2,450000
1987,2000,5,2.5,1,441000
1978,2080,3,2.5,1,418000
2014,3266,4,3.25,2,418000
1916,1110,2,1,1,410500
1975,1520,3,1.75,1,405000
2002,2500,4,3,2,395000
1940,2690,4,1.75,1.5,390000
1989,2560,4,2.5,2,390000
1999,1010,2,1.5,3,387000
2014,2864,4,3.25,3,380000
1983,2120,3,2.25,2,375000
1947,1000,3,1,1,375000
1910,920,2,1,1,365000
2014,1930,3,2.5,2,345500
1960,1340,3,1,1,345000
2009,1520,3,2.5,2,333000
1979,2380,4,2.25,1,319000
1978,2110,3,2.5,2,319000
1978,2940,6,2.75,1,315000
1941,900,2,1,1,315000
2002,2430,4,2.5,2,305000
1994,1990,4,2.5,2,302500
1979,1600,4,2.25,1,299500
2003,2420,4,2.5,2,298000
1995,1760,3,2.25,2,289200
2011,1450,3,2.5,2,279000
1992,2100,3,2.5,2,277950
1973,2090,4,2.25,1,274000
1967,1090,3,1,1,267500
1953,1420,2,1,1,250000
1948,1550,3,1.75,2,225000
1962,1410,3,1,1,225000
2003,809,2,2.5,2,219000
1980,1070,2,2,1,217500
1922,1570,3,1,1.5,212644
1967,1250,3,1.75,1,209000
1947,1480,3,1,1,200000
1967,1100,3,1.5,1,194820
1959,2750,3,2.25,1,1650000
1965,2030,3,2.75,1,643000
1977,1970,4,1.75,1,385000
2008,980,2,2.5,3,334900
1943,800,4,1,1,268750
1951,1540,3,1.75,1,263500
1960,670,2,1,1,245000
1928,1620,3,1,1.5,599995
2004,1690,3,2.5,2,452000
1969,1720,3,2,1,402000
1941,900,2,0.75,1,180250
1993,4490,3,3.5,2,3120000
1941,5410,5,4.75,2,2540000
2014,4300,4,3.5,2,1450000
1926,2280,3,2.5,2,1330000
2002,6563,6,3.5,2,1300000
1979,3970,5,3.25,2,995000
1952,2210,4,1.75,1,950000
1909,2940,5,2,2,950000
1927,1340,3,1.5,1.5,907000
1981,3370,4,3,2,905000
2011,3460,5,2.75,2,858450
1967,2510,4,2.25,1,800000
2004,3060,4,2.5,2,775000
2004,3410,4,2.5,2,774950
2005,3170,3,2.5,2,720000
2006,1909,3,2.5,3,630500
1959,1970,3,2.25,1,625000
1982,2080,3,2,2,589950
2005,3190,4,2.5,2,589450
1939,1920,4,1.75,1,571500
2005,2890,4,2.5,2,570000
1908,1990,3,2,1.5,569000
1978,2430,3,2.5,1,560000
1976,2020,4,1.75,1,521000
1961,1670,3,2,1,520000
2009,2700,4,2.75,2,515000
2008,1280,3,2.25,2,495000
1927,850,2,1,1,489000
1977,2870,4,2.5,2,480000
1981,2160,4,1.75,2,475000
1959,1240,3,1.5,1,475000
1924,1170,3,1,1.5,457000
1956,2020,3,1,1,450000
1958,2020,3,2.5,1,444950
2008,2020,3,2.25,2,430000
1977,1980,2,1.75,2,428000
1930,1570,3,1,1.5,415000
1988,1530,3,1.75,1,410000
1959,1510,3,1.5,1,400000
2005,2800,4,2.5,2,399000
1982,2620,3,2,1,394250
1986,2500,3,2.5,1,390000
2005,2580,4,2.5,2,379950
1949,960,2,1,1,379500
1969,1850,4,2,1,360000
2004,1950,4,2.5,2,360000
1991,1430,2,1,1,356000
1923,1870,3,1.5,1,350000
2012,1270,2,1.75,2,340000
1998,2330,4,2.5,2,335000
1967,1490,3,2,1,335000
1954,1080,3,1.75,1,331000
1986,1300,3,1.75,1,331000
1971,2080,3,1.75,1,329950
1957,2410,4,1,1,325000
1976,1290,3,1,1,323000
1960,1850,4,1.75,1,315000
1974,1790,3,2.25,1,304500
1984,2100,3,2.25,2,299900
1990,1788,4,2.5,2,294400
1998,1760,3,2,1,290000
1983,1590,2,2,1,290000
1983,2430,3,3,1,272000
1962,1830,4,1.75,1,260000
1979,1230,3,1,1,255000
1944,560,2,1,1,249900
1943,1750,4,2,1,247000
1994,1190,3,2,1,240000
1966,1420,3,1.75,1,234000
1954,960,3,1,1,225000
1933,1000,3,1,1,220000
1968,1080,3,1.5,1,218250
1961,1730,3,1,1,216000
1979,1260,3,1,1,215000
1968,970,2,1,1,210000
1938,840,2,1,1,208417
1949,860,2,1,1,199988
1950,1160,3,1,1,182000
1950,960,3,1,1,158800
1997,5150,4,3.75,2,2140000
2005,7620,4,3.75,2,1680000
1978,3650,5,3,1,1310000
1982,4980,4,4.25,2,1250000
1901,3440,5,2.25,2,1230000
1936,2390,3,1.5,1.5,978000
2008,3420,5,3.5,2,925000
1991,2050,3,1.75,2,790000
1916,2090,4,1.75,1,775000
1931,1160,3,2,1,775000
1985,2610,3,2.75,1,757000
1911,2640,4,2.75,2,750000
1953,2700,4,1.75,1,725000
1977,2920,4,2.25,1,707000
1945,1730,4,1.75,1,700000
1922,2130,3,1.75,1,675000
1912,1530,4,2,1.5,664000
1979,3190,6,2.5,2,664000
1969,2770,2,2.25,1,645000
1998,3610,3,2.5,1,635000
1909,1880,4,2.25,2,616500
1940,1560,3,1.75,1,592000
1961,3840,8,3,1,575000
1922,2060,4,1.75,1.5,562000
2007,1530,3,3.25,2,560000
2015,1650,2,3,3,559000
1968,820,2,1,1,554000
1905,1340,3,2,2,549000
1944,2000,4,2.5,1.5,530000
1959,2010,4,2.5,1,510000
2013,2420,4,2.5,2,505000
1978,2760,4,2,2,500000
1949,2690,4,4.5,1.5,500000
1956,2280,4,2,1,500000
1909,1600,3,1,1.5,488000
1987,1620,3,2.25,2,473000
1959,1760,3,1.75,1,455000
1973,1840,4,2.25,1,442500
2008,1130,2,1.5,2,439108
1988,1760,3,2,2,437500
1969,1630,3,1,1,437500
1957,1400,2,2,1,431750
2014,3266,4,3.25,2,424950
2007,1400,3,1.5,3,419500
1978,2360,4,2.75,1,405000
2014,2578,4,2.5,2,400950
1946,700,2,1,1,399000
1949,1980,3,1,1,396000
1978,1910,3,2,1,390000
2000,1270,2,1,3,370000
1969,2230,6,1.75,1,360000
2012,1912,4,2.5,2,353000
1918,1230,1,1,1.5,349950
1958,1620,3,1,1,345000
1949,1710,3,1,1,340000
1963,2290,4,1.75,1,326000
1959,1540,3,1.5,1,325500
2008,1550,2,2.25,2,320000
1947,1000,2,1,1,305000
1975,1820,4,2.5,1,299000
1920,1820,3,2,2,283000
2003,1640,3,2,1,279000
1967,2710,4,3,1,258000
1962,1150,1,2,1,227000
1963,1640,4,1,1,218000
1985,1650,3,2.5,2,216300
1947,720,2,1,1,195000
1967,1520,3,1.75,1,190000
1969,920,3,1,1,189950
1982,720,2,1,1,150000
1915,720,2,1,1,150000
1982,3190,4,2.75,2,2130000
1965,4440,4,3.5,2,1730000
1996,4270,4,2.75,2,1610000
1962,2870,5,2.5,2,1560000
1916,3770,4,3.75,2.5,1500000
1906,1870,3,1.5,2,933000
1917,2160,3,1.5,2,900000
1987,3450,4,2.5,2,832500
2002,3230,5,3.25,2,815000
1984,3050,4,3.5,2,750000
1966,2110,4,2.75,1.5,746000
1990,3660,4,2.75,2,730000
1965,2410,4,2.25,1,711800
1980,1970,3,3,2,705000
2007,2390,2,2.5,1,699950
1926,2080,3,2,1,660000
2002,1540,3,2.75,2,650000
1998,2330,3,3,1,612000
1985,2180,3,2.5,2,580000
1979,2270,3,1.75,2,575000
1979,2520,4,2.5,1,565000
1940,1580,3,2,1,563000
1924,830,1,1,1,525000
1903,1850,2,1.75,2.5,495000
1909,1580,3,2,1,489950
2014,3273,4,3.5,2,485000
1976,2620,3,2.25,1,469000
1985,1510,2,1.5,2,445000
1978,1750,3,1.75,1,435000
1959,2200,4,2.25,1,425000
1980,2540,5,2.75,1,420000
1987,2250,4,2.5,2,395000
1980,2390,5,2.5,1,358000
1990,1540,5,2.75,1,357000
1962,1240,3,1.5,1,355000
1903,1390,3,1,1.5,345000
1964,1560,3,2.5,1,324950
2005,1320,3,2.5,2,299950
2003,1690,3,2.5,2,295000
1964,1910,3,1.75,1,250000
2000,1800,4,3,2,250000
1990,1670,3,2,1,223000
1975,1280,3,1.75,1,215000
1952,1130,2,1,1,207000
1987,1240,3,1.75,1,192000
1966,1200,3,1.5,2,140000
1947,560,1,1,1,106000
2011,3130,4,3.5,2,975000
2009,1230,3,2.5,2,399950
2014,3216,4,2.5,2,498445
1954,1520,3,1,1,226000
1969,980,3,1,2,90000
2005,3040,3,2.25,1,1000000
2014,5230,5,3.5,2,1990000
2013,4285,4,4.25,2,1890000
1975,4660,3,3.5,2,1640000
2003,3720,6,3.5,2,1520000
2006,3420,5,3.5,2,1440000
1968,2660,4,2.75,1,1440000
1909,3270,4,2.25,2,1210000
2001,3960,4,3.25,2,1190000
1969,3830,4,2.5,1,1100000
1991,4090,4,4,2,1040000
2011,5635,4,4,2,950000
2014,3640,4,2.5,2,932990
2009,2640,5,3,2,910000
1947,1140,2,1.5,1,903000
1983,2550,3,2.25,2,834000
1948,1740,3,1.75,1,827235
1991,5480,6,4.25,2,800000
1990,3290,4,3.5,2,799000
1993,2590,3,2.75,2,796500
1960,3520,3,1.75,1,775000
1976,2920,5,2.75,1,713500
1954,1220,3,1,1,672000
1909,1400,3,1,1.5,667000
1922,1960,4,1.5,1.5,660000
1989,2160,4,2.5,2,653000
2001,3280,3,2.25,1,645000
1955,2240,3,1.5,1,635000
1994,2720,4,1.5,2,632500
1975,2220,3,1.75,1,615000
1967,2250,4,1.75,1,605000
1972,3410,4,2,2,599000
1957,1840,2,1.75,1,575000
1982,1610,4,2.75,1,575000
1956,1710,4,1.75,1,571900
1976,2020,3,2.5,1,560000
1976,2260,4,1.75,1,555000
1940,1720,4,2.25,1,555000
2009,2520,4,2.5,2,536000
1949,910,2,1,1,515000
2007,2980,5,2.75,2,515000
1962,2220,3,1.5,1,500000
2008,1900,4,2.5,1,500000
1980,3620,4,3,2,495000
1984,1600,3,1.75,1,490000
1959,1160,3,1,1,480000
1969,3160,4,2.5,1,467500
1948,2660,3,1.75,1,467000
1954,1480,3,1.75,1,465000
1938,1430,2,1,1,460000
1986,2690,4,2.25,2,460000
1991,1650,3,2.5,2,453000
1911,2900,4,2.75,2,450000
1939,1130,2,1,1,443000
1900,1090,2,1.5,1.5,430000
1969,1680,3,1.75,1,427000
1958,1530,3,1.75,1,425000
1968,1240,3,1,1,420000
1987,1370,2,1.5,2,405000
1969,2020,3,2.75,1,401000
1946,1690,4,1.75,1,400375
1946,2580,3,2.5,1.5,400000
1963,1950,4,2.5,1,385000
2007,1370,3,3.25,3,375000
1969,1560,3,1.5,1,368000
1947,1020,4,1,1.5,364000
2010,1850,3,2.5,2,359782
1974,1880,3,2.5,1,355000
2014,2540,5,2.5,2,355000
1967,1010,3,1,1,350000
2006,2190,4,2.25,2,350000
1948,1820,2,1.75,1,345000
1986,1200,3,2.25,2,342000
1966,980,3,1,1,335000
1909,950,2,1,1,330000
1971,1730,4,1.75,1,320000
1977,1810,3,1.75,1,300000
1993,2450,3,2.5,2,299000
2013,1610,4,2.5,2,286950
1979,2770,5,2.75,1,283450
2005,1190,2,1.5,3,280000
1966,1370,3,1.75,1,268000
1968,1850,3,2.5,1,260000
1985,1400,3,2.25,1,258900
1998,1790,3,2,1.5,258000
1978,930,3,2,1,255000
1990,1290,3,2,1,253000
1960,1060,3,1,1,250000
1950,700,2,1,1,247500
1996,1980,4,2.5,2,240000
1948,1060,3,1,1,230000
1955,810,2,1,1,229000
1994,1700,4,2.5,2,225000
2004,1000,2,2.5,2,220000
1908,1960,3,1,2,180000
1954,1130,3,1,1,179950
2014,1390,3,1.5,2,175003
1951,2870,4,2.25,1,1270000
1907,2550,6,2.25,2,1020000
1989,4070,4,2.5,2,965000
1973,2980,4,2.75,1,949000
1996,3540,4,2.5,2,925000
1990,4600,4,2.5,2,800000
1911,1960,3,1.5,2,792500
1911,1660,3,1,1.5,780000
2014,1640,3,2.25,3,759000
1984,2870,3,2.75,2,755000
2010,1960,3,2.5,2,732000
1952,940,3,1,1,725000
2007,2300,2,2.5,1,705000
1952,1790,5,1.75,2,695000
1926,2280,4,1.75,1.5,665000
1966,3610,6,2.75,1.5,650000
1966,1610,4,2,1,650000
1993,1860,3,2.5,2,625000
1939,2720,5,2.5,1.5,580000
1964,3370,6,2.5,1,570000
1946,2350,4,1.75,1.5,555000
1950,1650,3,2,2,550000
1969,2720,4,2.5,1,549950
1997,2500,4,2.5,2,545000
1992,2620,3,3.5,2,538000
1952,1370,2,2,1,535000
1987,2160,3,2.75,1,528000
1985,2490,4,2.5,2,520000
1971,2330,3,3,1,516000
1983,2350,3,2,1.5,510000
1926,1060,2,1,1,506000
2005,1300,3,2.5,3,505500
1988,1460,3,2.5,1,475000
1972,2240,4,2.5,1,475000
1976,2170,4,2.25,1,466000
1995,1450,3,2.5,1,465000
1917,1150,3,2,1.5,450000
1987,2530,3,2.25,2,450000
1925,950,2,1,1.5,450000
1977,2250,5,2.5,1,446950
2003,1460,3,2.25,2,443750
1929,1690,4,1.5,1.5,440000
1968,2600,4,2.25,1,440000
2002,2495,4,2.5,2,436000
1900,3080,6,2,2,432500
1994,1630,3,2.5,1,425000
1908,2100,2,1,1,420000
2009,1900,3,3.5,2,420000
1954,2270,3,1.5,1,410000
1956,2650,3,3.25,1,410000
1995,1720,3,1.75,1,404000
1905,720,2,1,1,403000
1968,1920,3,1.75,1,400000
1959,1460,3,1,1,399000
2003,2350,3,2.5,2,390000
2007,2160,3,2.5,1,389900
1979,3190,4,2.5,2,387500
1979,2960,4,2.75,1,385000
1924,1740,4,1,1.5,382000
2007,1260,3,2.5,2,380000
2010,1540,3,2.25,3,375000
2006,1250,3,2.75,2,370000
1976,1590,3,1.5,1,357000
1979,2370,3,1.75,1,355000
1978,2130,5,2.75,1,353000
1952,1820,4,1.75,1,350000
1965,1740,3,1.75,1,350000
2006,830,2,1.5,2,350000
1969,1550,2,1.75,1,349900
1957,1180,2,1,1,343000
1969,1900,3,2.25,1,340000
1947,860,2,1,1,340000
1990,2370,3,2.5,2,330000
2008,1230,2,2.25,2,325000
1955,1460,4,1,1.5,320000
1998,900,2,1,2,290000
1951,1280,2,1,1,281000
1987,1800,3,2.5,2,280000
1948,940,3,1,1,280000
1966,1930,5,1.5,2,270000
1996,1770,3,2.5,2,270000
2014,1410,3,1.75,2,267800
1976,1710,3,1.75,1,260000
1951,1040,3,1.75,1,258000
2003,1470,3,2,2,250000
2005,1752,3,1,2,249000
1966,1360,3,1.5,1,244900
2003,1200,2,2,2,234000
2001,850,2,2.25,2,233000
1973,910,3,1.5,1,232900
1903,2140,6,1.5,1.5,230000
1959,1000,3,1,1,228000
1967,970,3,1,1,219000
1920,1520,4,2,1.5,210000
1963,1440,3,2,1,210000
1976,1330,3,1,1,209000
1961,1520,3,1,1,135000
1906,6410,4,4.25,2.5,2730000
1940,3540,4,3,2,2200000
1929,4870,5,3.5,2.5,1740000
1972,4290,5,3,1,1710000
2006,4700,5,3.75,2,1140000
1967,2780,4,2.5,1,990000
1994,3670,4,2.5,2,921500
1907,2320,3,2.5,2,900000
1909,3500,6,2.75,2,865000
1984,1490,3,1.75,2,835000
1960,1810,3,2.5,1,827500
1979,3470,4,3.5,2,810000
1906,2150,3,1.75,2,762000
1936,1520,3,1.75,1.5,738000
1941,2180,3,1.5,1,720000
2005,2672,4,2.5,2,700000
2004,2920,4,2.5,2,675000
1950,3340,3,2.25,1,670000
1974,2230,3,2.25,1,652450
1930,2040,3,1.75,1.5,620000
1941,1470,2,1,1,602000
1906,1660,2,2,1,601150
1989,3360,3,2.5,1,590000
1992,2690,3,2,2,575000
1978,2410,5,2.5,1,560000
2008,1540,3,2.25,3,550000
1973,1580,4,2.25,1,525000
1997,2100,3,2.5,2,521900
1981,2510,3,2.25,2,520000
2003,2800,4,2.5,2,515000
2008,1300,3,2.25,3,515000
1962,1810,2,1.75,1,501000
2001,1490,3,3.25,3,500000
1972,1800,3,1.75,1,500000
1941,1420,2,1,2,496000
1941,950,2,1,1,482000
2013,1850,3,2.25,2,474950
1926,1090,2,1,1,474000
1962,1760,4,1.75,1,471000
2009,2811,4,2.5,2,455000
1994,2690,3,2.5,2,445000
1977,1650,3,2,2,440000
1907,990,2,1,1,437500
1973,1990,4,2.25,2,435000
1976,1830,3,2.25,1,430000
1985,2210,3,2.5,2,412000
1972,1440,3,1.75,1,409000
1977,2470,5,2.75,1,400000
1969,2150,4,3,1,399950
1991,2600,4,2.5,2,392000
1959,2140,4,1.5,1,378000
1930,1720,4,2,1,375000
2007,1050,2,1.5,2,375000
1909,1140,2,1,1,365500
1950,2180,4,1,1.5,359000
1950,530,1,0.75,1,355000
1972,1570,4,2.25,1,350000
2006,1060,3,2,2,346000
1957,1770,2,1,1,345000
1976,1280,3,1.75,1,340000
1942,1750,4,2,1,330000
1951,1050,3,1,1,325000
1999,1570,3,2,1,325000
1981,2060,4,2.75,1,322500
1977,1900,3,1.75,1,315000
1984,1580,4,2.5,2,291000
1961,1990,3,1.75,1,285000
1976,1490,3,2.5,1,271500
1961,2040,4,1.5,1,261000
1962,1740,4,1,1,260000
2001,1830,4,2.75,2,250000
1968,1640,3,2.25,1,247000
1957,1260,2,1.5,1,245560
1986,1460,3,2.25,1,240000
1959,1890,3,1.5,1,240000
1959,1340,3,1,1,227000
1989,1740,3,2.5,2,225000
1912,1320,3,1,1.5,209000
1926,710,2,1,1,187250
1936,1460,5,1,1.5,180000
1953,3950,5,3,1,1270000
1977,3710,5,2.75,1.5,1250000
1969,3000,4,2.5,1,1080000
2003,4010,4,3.25,2,972000
1953,1820,3,2.5,1,875000
1943,4030,4,2.75,2,835000
1963,2020,5,2.25,1,750000
1995,2970,3,2.5,1,745000
1931,2090,3,1,1.5,717500
1906,1615,2,2,1.5,665000
1942,960,2,1,1,660000
1987,2280,4,2.5,2,626100
1942,2280,4,2.5,1.5,622100
1900,1510,2,2,1,595000
1926,1810,4,1.5,2,560000
2003,3540,4,3.5,2,550000
1960,2000,3,2.75,1,538000
2014,1240,3,2.25,3,529950
1977,2940,5,2.25,1,528000
1973,2270,4,2.25,1,527500
1982,2060,3,1.75,1,510000
1997,2800,8,5,2,490000
2006,1390,3,4,2,458000
1962,1750,3,2.25,1,456150
1956,1850,4,1.75,1,450000
2003,1230,3,2,2,439950
1977,2160,4,1.75,2,429000
1971,1900,3,1.5,1.5,427500
1977,1490,4,2,1,425000
1932,1720,3,1.75,1.5,420000
1968,1830,3,2.25,1,419995
1969,1450,3,2,1,405000
1982,2070,4,2,2,400000
2007,1050,2,1.5,2,390000
1950,2020,5,2,2,385000
2010,2630,4,2.5,2,385000
1993,1320,2,1.5,1,350000
1911,790,1,1,1,350000
1953,1040,2,1.5,1,343000
1998,2690,4,2.5,2,340000
1954,1400,4,1,1,325088
1971,1330,3,1,1,320000
1968,1480,3,1.75,1,315000
1994,1930,4,2.5,2,310000
1974,2100,5,2.5,1,309900
1959,1250,3,1.5,1,306000
1951,1000,3,1,1,295000
2005,1760,3,2.5,2,294500
2000,2060,4,2.5,2,292000
1955,1040,3,1.5,1,290000
1993,1430,3,2.25,2,280000
1976,2550,4,2.5,1,277500
1944,1360,4,1,1,273500
1963,2200,5,2.25,1,268450
2001,2040,4,2.5,2,265000
1950,1080,3,1,1,265000
1959,1020,3,1.5,1,255000
1985,1660,3,2,1,250000
1953,700,2,1,1,248000
1971,1600,3,1,1,240000
1998,1290,3,2,1,237000
1963,1660,3,1,1,209950
1980,1420,3,1.75,1,205000
1977,1160,3,1.75,1,199500
1948,1200,3,1,1,160000
1969,1010,3,1.75,1,147500
2006,5540,4,4.25,2,2580000
1998,3950,3,4.5,2,1930000
1966,3580,5,2.25,2,1410000
1986,3180,4,2.5,2,1230000
1991,4060,4,3.25,2,1180000
1983,2206,3,2.25,1,780000
2012,3410,4,2.75,2,743000
1991,2820,4,3,2,692500
2014,3130,4,2.75,2,690500
1999,2740,4,2.5,2,690000
1966,2070,3,2.25,2,675000
1976,2760,4,2.25,2,675000
1963,2030,3,1.75,2,660000
1951,2140,4,2.75,1,625000
2007,1970,3,3.5,2,590000
1975,2230,3,2.25,1,585188
1990,3050,3,3.25,2,585000
1946,1760,2,2,1,579000
1939,1350,2,1.5,1,567500
2012,2560,5,3,1,565000
1984,2150,3,2.25,2,559500
1985,3070,3,2.5,1,550000
1976,2380,5,2.5,1,529000
1986,2130,3,2.5,2,515000
2005,1470,2,2.25,2,510000
1922,680,2,1,1,500000
1955,2710,5,2.25,1,495200
1929,2060,2,1.75,1,485000
1929,730,2,2.75,1,464000
2001,1790,2,3,2,450000
1965,1990,4,2.25,1,450000
1974,1990,5,2.5,2,438000
1999,2500,5,3,1,430000
1908,1390,4,2,1.5,425000
1965,2020,3,1.75,1,405000
1918,1860,3,1.75,1.5,400000
2001,1550,3,3,2,390000
1962,1780,4,1.5,1.5,372000
1998,2370,4,2.5,2,369000
1986,2250,4,3,2,363000
1977,1750,4,1.75,1,360000
1960,890,3,1,1,358000
1988,2700,4,2.75,1,357000
1959,1570,4,1.75,1,356500
1995,2380,4,2.5,2,340000
1951,1790,4,1.5,1,338000
2003,2980,4,2.5,2,330000
2008,1550,2,2.25,2,328000
2006,2550,3,2.5,2,325000
1957,1160,3,1,1,324000
1930,1070,2,1,1,320000
1958,1280,3,1,1,299500
1974,1510,3,1,1,299000
1961,1400,4,2.25,1,294450
1984,1800,3,1.75,1,270000
1967,1740,3,2.75,1,239999
1994,1280,3,2,1,232000
1925,1480,2,1,1,215000
1921,1200,2,1,1,189000
1913,1000,2,1,1,115000
1927,1780,3,2,1,760000
2005,2710,3,3.5,2,615000
1987,2160,3,2.25,2,430000
1911,1140,2,1,1.5,320000
1990,2390,4,2.25,2,319000
1943,720,2,1,1,285000
1997,3560,3,2.5,2,843500
2014,1540,3,1.75,3,549000
1909,5540,6,4.75,2.5,2630000
1976,4750,4,3,1.5,2180000
1953,2860,4,3,1,1320000
2008,5120,4,4.5,2,1240000
2013,3510,5,3.25,2,1010000
1963,3320,5,2.25,1,989900
2001,3750,5,2.75,2,910000
1999,3190,4,2.5,2,864000
1977,3200,3,2,1,851500
1951,2450,5,3.25,2,849000
1998,3540,4,2.75,2,820000
1975,2390,4,2.5,1,800000
1969,1890,3,1.75,1,800000
1910,3920,5,2,1.5,760000
2004,3290,4,2.5,2,750000
2008,3800,4,2.75,2,730000
1999,2180,4,2.5,2,726500
1926,2120,4,2.25,2,720168
2004,3060,5,3.25,2,708000
2004,3220,4,2.5,2,697000
2001,2360,4,2.25,2,695000
1973,3860,5,3.5,1,670000
1977,2350,4,2,2,659000
1954,2800,3,2,1,650000
1924,1430,3,1,1.5,650000
1983,2930,3,2.5,1.5,645000
1992,3020,3,1.75,2,617000
1922,1850,3,1,1.5,611000
1986,2680,3,2.5,2,600000
1923,2120,2,1,1,600000
2001,2290,3,2.5,2,585000
2006,2950,4,2.5,2,551500
2003,2850,4,2.5,2,550000
1934,2800,4,1.75,2,529000
1963,3000,3,1.75,2,523000
1979,2520,4,2.75,2,508500
1912,2210,3,1.5,1,500000
1978,1600,2,2.25,2,492500
1995,2020,4,2.25,2,490000
1963,1470,3,1,1,475000
1989,2680,3,2.5,1,475000
1961,1810,4,1.75,2,465000
2009,1390,2,2.25,3,465000
1976,2250,3,2.25,1,459900
1957,1330,4,1,1,458450
1985,3690,5,1.75,1,440000
2003,2720,4,2.5,2,408500
1942,800,2,1,1,405000
1931,880,2,1,1,400000
1980,1470,3,2.5,2,399950
1956,1000,3,1.5,1,390000
1976,1580,3,1.75,1,370000
1989,2720,4,2.5,2,368000
1962,1920,4,2,1,360000
2001,2590,4,3,2,355000
2000,1860,3,2.5,2,326995
2013,1480,3,3.25,2,315000
1926,1190,4,1,1.5,312000
1956,1210,3,1,1,310000
1988,1320,3,1.75,1,292000
2012,1984,4,3,2,292000
1949,1340,2,1,1,290000
2010,2660,4,2.5,2,287000
2004,1420,2,2.5,2,278000
1985,1440,3,1.75,1,258950
1939,620,1,1,1,244900
1978,1650,4,1.75,1,238000
1968,1430,3,1.75,1,225000
1969,1100,3,2,1,225000
1951,960,2,1,1,208000
1959,1240,3,1,1.5,185000
1920,780,3,1,1,180000
1950,730,2,1,1,174950
1949,1170,2,1,1,104950
1993,4130,4,4,2,2750000
1905,3360,3,2.25,2,2190000
1938,4320,5,3.75,2,1800000
2005,4060,4,3.5,2,1600000
1997,4290,4,3.25,1,1400000
2007,5150,5,3.5,2,1380000
1950,3700,5,3.5,2,1300000
1963,2720,4,2.5,1,1280000
1972,2840,4,2.25,1,1150000
1925,2420,4,2.25,2,975000
1954,2580,5,2.75,1,915000
2014,3180,6,4,2,859950
2001,2830,2,2.5,2,795000
1983,3040,3,2.5,2,790000
2005,3060,4,2.5,2,753000
2000,3070,4,2.5,2,725786
1970,2440,4,2.5,1,699000
1921,2770,6,2.25,1.5,685000
1990,2980,4,2.5,2,680000
1909,2610,5,2.25,2,678940
1908,2670,4,2.75,2,675000
2005,3280,4,3,2,634800
1965,1960,4,3,1,604000
1968,2520,4,2.5,1,600000
1981,2030,3,1.75,1,597500
1947,1170,3,2,1,592500
2014,1670,3,2.75,3,589950
1983,1960,4,2.75,1.5,565000
1982,2220,3,2.25,1,558000
1951,2570,3,2.25,2,538000
2005,1850,3,2.5,2.5,535000
2006,1290,3,2.25,2,525000
1924,1710,4,1.5,1.5,495800
1962,1870,4,1.75,1,490000
1952,2240,5,3,1,480000
1908,1220,2,1,1.5,470000
1947,900,2,1,1,470000
1988,2870,3,2.5,2,465000
2008,2000,4,3.5,3,456500
1996,2120,4,2.25,2,450000
1954,1410,3,1.75,1,445000
1976,1770,3,2.25,1,436000
1938,1320,2,1.75,1,422000
1970,2680,3,3,1,417400
1954,2800,6,2,1,405000
2007,2820,4,2.5,2,398500
1978,2140,5,3,1,367777
1926,1120,2,1,1,363000
1964,1150,3,1.75,1,361000
1988,2390,4,2.25,2,359500
2004,1410,3,2.25,2,355000
1972,1870,4,1.75,1,348500
1979,1690,3,2.25,2,345000
1997,1100,2,2.5,3,340000
2014,1690,3,2.5,2,338000
1919,1400,3,1.75,1,337000
1983,2440,4,2.25,2,330000
2004,1910,3,1.75,1,323000
1956,1200,2,1.75,1,306000
1949,2790,5,2.75,1.5,288000
1959,2100,4,2,1,283000
2012,2009,4,2.5,2,279000
1919,1480,2,2,1,276000
